comments,likes
I think its important to learn both R and python. :),0
What school were i got it,0
"Please tell me or make a video on free certification courses
I want to learn free certification courses from beginner level",0
That 6 months to complete with 10hours a day almost murdered my ambitions,0
I am doing supply chain management and to be honest. Am already in debt and not learning anything I want to drop out. I have a lot of technology skill and I think this would be great. 🙏,0
Is it necessary to do job after getting certificate,1
Iam a student 1st year bachelor's can I do this,0
"I have a professional certificate in Project management, but finding an online job is difficult",0
the rakice ok,1
"How to make money for this, Please give me idia",0
01:50,0
Thank you for the great video! Truly appreciated!,0
"Experience is everything in these days no one ask your degree if you have any skill and experience.
This is true.",0
"I'm auditing the course, I don't have any money to buy it. Hopefully, I would learn good enough and do some small freelancing and then buy the course with that",0
Did anyone got hire from google after completing the course ? I graduated with an electrical engineering degree 1 year ago but haven't had much working experience and its really hard now days for me to find a electrical engineering job in NY; Do you think I should focus in my engineering path or start my path in Data analyst due to more job opening opportunities ?,0
How do we gain relevant experience starting as a fresher?,0
@Luke I'm really impressed to see that you respond to people's queries wholeheartedly. Thanks for sharing knowledge. I want to learn the skills which could earn me the highest level of pay and valuable experience 😋 what should I opt? Data analytics or software development? Any courses you could recommend?,1
"Thank you for the video, Luke. How do we even get to do pro Bono work?",0
"If possible, plz suggest 2 to 3 best courses that will be perfect after this course. From a efficiency/logical perspective. Not just for hunting job perspective.",0
"I finished project management certificate
Now should i take data analytics from GOOGLE or IBM?",0
"As you are Data analyst so i wanted to ask a question.
Can an Accountant be a data analyst or data scientist? Keeping in mind the person dont have any tech knowledge like python, R or SQL?",0
so the google it professional cert good to get ?,0
Is it need to take a final exam to archive the certification?,0
"As an MIS Consultant, How much this course could benefit me ?",1
"I have question ,afte finished this course and get certificate should I go back read one more time I this course or still I need to pay for it? Thanks.",0
Taking a moment to enjoy the blues 🧊💙🦋,0
Great content! Do you know a data analyst certification that includes Python and Power BI?,0
"I have experience on sql and spreadsheets, currently title i have is Sr system Analyst and I want to get certificates to become data science, does google provide certification to reach that level?",0
Google well control all learning on the planet... All the University football teams will go pro and be up there with the Dallas Cowboys..,1
"Hey Luke, I have a question about the certificate, is there any difference between the content of the paid program and of the content that you get if you get financial aid?
Felt like the course was too basic for me.
Thanks",0
"Ty so much, Ur content really help me, Iam an IT Support how is working to company like 2 years now and geting paid about $230 monthly ur content give me the courage to raise my skills to a higher level and get a better job thank you very much",0
The upspeak is real,0
"HI Luke! I have a background in quant + qual research and have provided technical support to research organizations using primarily SAS for a few years.  Do you think this would give me a significant advantage as I searched for jobs as an analyst, after I completed the certificate? I'm deciding whether making the jump and taking a pause from my current career (in order to study) is worth it.",0
how bout if im unemployed and have no da experience but i do have a csci degree?,0
He luke I am in big trouble. Can you please help me? I am graduated but not from science background. Well I want to get good in my career. Can you tell me that can I do any courses to get a job as data scientist or business analyst? Currently my age is 27 and I am in healthcare sector. Please do reply,0
Can we do 1 month course in data analytics????,0
Hi thank you bro i would like to join this cert but i am not good to hear english excent but i can do it if trancriptoin available in vedio.and i also dont know excell.,0
10hrs/day is a lot lol,0
"10hrs per day in 6 months, 30hrs per day in 2 months",0
"what pointless video!  it all boiled down to, could be good or not. up to you 🙄",0
Well Said,0
@1:55 10 hrs per day or 10 hrs per week?,0
Is there enrolled facility available for this month and I see this video today. So can I enroll.I am newly know the data scientist which is best for future career please suggest me.,0
how many type of google certificates are there?,0
I am in my 50’s and worked and currently work as a professional in healthcare in clinical area. Rarely have I used computers beyond emails and work educational platforms. I wonder if this would assist people like me to apply to a complete deficit with spreadsheets etc? I have no ambition currently beyond coming more up to speed with those decades younger than I am. I want to learn how to develop computer skills. Hmmm 🧐,0
"I am highly interested in the course but I am from an Ethiopian poor family ,I cannot afford the fee.What can I do?Can I pay after the course when I start work please help me?!",0
personally do u think MacBook Air 16gb ram enough for this job?,1
I've finished the first unit. I am a complete beginner and for me right now its like a taster for what is to come. I am enjoying this journey I was in a spot of depression and this is my goal to complete the cert and practice what I've learned and I hope that I can make something out of this opportunity.,2
"I have 4 years of customer service expereince , can it help me get job of tableau dev/ data analyst",0
I have 7 years of experience in Saas products. Would it be a good choice for me?,0
Very helpful videos.,0
Great info. Thanks Luke.,0
"There is no value for Experience in india , particularly in IT Sector.",0
"No good to go to do share market, hedging business",0
"Thoughts needed here: I am going to college for physics and computational physics degree. I am strongly leaning towards going into Data Analytics. After talking to advisers and professors, my degree choice still makes sense especially the computational side requiring Numerical Analysis class and other programing classes along with the Math minor. 

My only work experience is working at a corn seed company as part time general labor. Would this course make sense for me for having access to entry level Data Analytics work? 

I am not some administration assistance person or someone with 30 years in some technical field. I am just 23 and trying to get access to any science related work which is really hard living in the Midwest.",0
"Hello I am from business background and I want to pursue my postgraduate on Business Analytics, will this course from google help me in anyway? or should I just do some other directly business analytics related course from Coursera?",0
Are there programs that gear to Senior Citizen....most have this at no cost,0
This google Courses are horrible. Their are just Google employee reading a script.,0
Such a clear voice and concise explanations. Thank you.,0
Nice video 10/10,0
"R or Python which more efficient?

I think python",0
Is it available in india,0
"Experience is always more valuable than degree. And that is the result of education in its broadest sense.
Experiences are gained while getting educated and/or educating oneself, through learning by doing.",0
I am arts student currently working with Amazon .. I don't know ABC of Programming or software ... But i want to do good data analytics course ... Should i go for it .. will i understand it,0
7 day free trial?,0
there is a way to do the course without paying to coursera?,0
But you need an University Degree anyways!,0
Can you  complete it on your phone ?,0
Just another way to drive down salaries,0
entry level with 8 years exp,0
Well fortunately iam in this program and its helpful,0
Love your clickbait titles. Suits gurus like you who spew shit all the time …. This course is no different than the 1000s already available. Rather just audit courses or go to YouTuber’s channels who actually teach stuff rather than the clickbait people and misdirect them. There are a lot of DA wannabes which will eat up such vids. Which forms your sub base. You should go back to making parody vids …. that’s all you should be doing at this point.,0
"10 h per day for six months, guys are crazy! ;)",0
"after completion certification how will i get job?  my education 10+3 completed after i joined in desktop support engineer, iam financially very poor, please tell me how to get job afterthat",0
"CEO Sundar Pichai, 🙌",0
Right now. I’m in application support and looking to transition,0
"Hi Luke. Watched this last night and it's got me interested. Currently a senior ops analyst. Role is predominately system monitoring/batch processing/deploying code.

Would this be a worthwhile addition to my CV and secondly would it be worth enrolling with Coursera plus? Reason I ask is that are there are any other follow up certificates you'd advise on completing after this? Look forward to your response.",0
Is it a  Professional  Recognized certificate,0
Is this for free?,0
Finally I have been saying it for such a loooooong time that if the person has the skills how does it matter if he has a degree or not.,0
"Hey Luke, What about the jobs that require the certificate to be from an accredited COLLEGE or UNIVERSITY?",0
10hr per day means regular not as per feasibility..... ☺️,0
Data from 2017,0
Is this certificate internationally recognised,0
I don't have degree is this available offline i mean any universities???,0
10 hour per day?,0
Luke how much time it take to learn data science from scratch,0
"i am from nigeria and i wish to take this course but i dont have d cash, who can help me.",0
Is the course available at free of cost ??,0
Can I become data analyst without a degree n get job? Just with matric,0
What salary can you get as a junior data analyst with Google?,0
Thank you so much,0
10 hrs per day I was about to say lol,0
Do you get certificate in each course? Or just 1 for all 8 courses?,0
"Hi, luke really like your video.. i m a college dropout.. working as accounts assistant right now.. but i want to take a course to excel in my career,  i like workinng with computers, but i m confused what is best course for me to persue..",0
Can i reapply financial aid after expiration of of old financial aid in Google analytics after 180  days,0
"Luke, got a question.  For a senior, let's say over 60, and just now learning Coding, and Data, and what have you, what are the job prospects for an older person?",0
Did you get the print of certificate?,0
10 hrs per day,0
Hi Luke can you take a look on the new Data analysis techdegree on team tree house ?,0
"I've been a data analyst for about five years and ended up taking the course because someone in leadership suggested it on am email chain for our division. 
I was able to knock the entire course out in one day, as you aren't required to watch any videos, just pass the tests. The only thing that annoyed me was the section on R because I use Python at work for the most part. 
I'd recommend this course if you want to become more familiar with data analytics; however, you'd want to couple this course with an actual SQL course. Would also recommend it for actual Data Analysts because it's basically a free cert that demonstrates you aren't a complete bafoon.",1
"Hi sir  i join this course but after the course can 
Placement opportunities..and how much price  this course sir",0
"Yes, it drags on.  I've gone through two weeks worth so far, and it could have all been covered in one 15 minute well-paced video.",0
Great video! I'm your new sub.. You’ve awesome 👌,0
I'm from Iran and I'm worried. Can I have access to the courses? Or not,0
Hey Luke .. Hii there .. This is Vikram from India .. can you please elaborate on how this certificate course is useful for students ( I am basically an electrical engineer looking to transition to data science). Please let me know the pros and cons vis-a-vis a beginner who is totally new to this field... Cheers... 👍,0
"Very nice video. I am taking this course- As you said, this course only gives you the introduction and provides further resources to explore further. It’s up to us to dive deep into these topics on our own time and develop our skills.",3
"Hi bro
How about the exams? what is the lowest mark which i should get to be eligible to get certificate?",0
Can I get a good package after this online course,0
You gotta do these google certifications every year.,0
How about estimated salary? Thought for sure that would be a talking point ☝️,0
"Its Day-tah, not Dah-tah lol!",1
Great content again bro❤️,0
"natural learning system is way better than colleges and universities we have.
In schools they teach us and then take exam.
But nature take test first and teaches  our mistakes at last.",0
"I want to change careers, is this program good for that?",0
its a good introductory course. It wont be in depth but it will give you a certification with google backing so that cant be a bad thing.  Good stuff google.,0
"Hello Luke, I'm so much interested in this course. Currently I'm learning machine learning course which is free from Coursera. I find it a little bit difficult  as I'm not master in computer or IT or engineering. So thinking to stop in the middle of learning.  ""is it easy to understand?"" Or difficult. I would like to know before taking this course.  Any advice please. Thank you Luke.",2
Loved it,0
Hey luke very nice video. I m having 14 experience as a project leader of Manual testing team..I am looking for re skiling can the data analysis and it's certification that you have suggested will be good for me.. please answer..,0
thank brother,0
Would i got certificate if i complete the course in just one week ?,0
If I want to shift my career can I go for google certificate I work in HR,0
"Could Non IT profession guy learn DATA ANALYST? 

is this course a technical or functional?",0
this was purely a paid promotion video.......feel bad for all the suckers who buy into it....won't be surprised if this comment gets deleted by him. lololol,0
How much cost is of this course???,1
"Certificates build current job a
skills, degrees build on wisdom,it's a long term investment.",0
"Even as a Business analyst, this course is not even useful as a Basic, I finished the first 3 courses and decided to not continue because I felt it was a waste of my time, a lot of bla bla and not real practice. Definitely not recommending this course",0
How much does an entry level data analyst make?,0
Excellent thanks,0
Is this course free?,0
how relevant is this for jobs in india? any idea? thanks!,0
"I’m a technical writer looking to develop some more overtly technical skills. 

Is data analysis a good area to go into? My understanding is it involves reports based on data and I’m pretty detailed with my writing.

I’m just not huge on complex math so I’m trying to avoid that side of tech.",0
"Which job out of the two(Data Analyst vs Cybersecurity) involves statistical calculations & is tougher to grasp for a person like me who would want to switch jobs?

p.s: I'm not a programming person & maths is totally not my cup of tea. So I'm very scared to go for a data analyst job if you know what I mean.",0
Can BMS marketing do this course,0
"Lol, 10 hours per day? Better be worth a phd.",0
"Thankyou for such an informative video, I am looking at undertaking this, and am wondering if this is available in Australia? 
Thankyou",0
"I'm an accounting student and I wan to work as data analyst, I'm self-studying, I have doubt if it will not work..is self-study for becoming data analyst possible to be data analyst?",0
"Hi Luke, is this course good for someone who has taken a long break in there career and want to start working in IT industry. Would you recommend this course to a person with a no. IT background?",0
Experience is of no value in India without a degree.,1
"Hey i work in a call center, i finish High School studying computer science, all loved the SQL database and the connections between primary keys and secondary keys and all the relations that involves. When i finish high school i went to the real world when the companies only asked for people that had 3 to 5 years of experiencie and i never got a job in the area because of that, got demotivated and now i want to have a better job and I am really thinking to get this course. Thanks for the video and the amazing explanation",0
"Recently, I completed this course ❤️✌️🎉",0
not on the wall...my wall cant afford shit,0
"do you need any degree to start this course or a fresher like me can take this course because I don't have any knowledge of computers,coding and all",0
I want to have this program.. how can I start ?,0
I am planning on taking this! Thank you for the video.,0
"I can't even afford a coursera subscription lmao. If it aint free, it aint for me.",1
@Luke Barousse is it true that those courses are free now?,1
It doesn't worth,1
I have a degree in logistics. Should I go back to school for a second degree  in data analytics or take this Google course?,1
"Does Indian people also eligible for this course to complete and get job in INDIA or 
any eligible countries over the world?",1
Realistically how soon can this be completed with a fulltime job?,1
Will I need math during this course,1
But i don't think google takes indians for the data analysis,1
Do they ship the certificate?,1
Thank you,0
Ye Harry hai kya,0
"Yes, but Tableau has a macOS version, PowerBI does not. They probably don't want the hassle of using AWS or Azure to set up a virtual instance of Windows for the macOS peeps. That is why I chose Tableau over Power BI for the classes I teach.",0
I have 17 years accounting experience and love using excel spreadsheets. Would this benefit me to try another field? I have no technical background.,0
"What about those who want to be a Data analyst ,should they take this course for beginning ,with being in the mid of  bachelors in Computer science",0
"Once you enroll in this certificate program, will all the 8 courses be available to you? Or will have to seperately take each one of them?",0
Hey is this available in India?,0
"Hello, any financial help in me covering the cost would be greatly appreciated🙏💕 $Treasure1k",0
"I started with the IBM Data analysis professional course, then I found this google course, and I think is much better, specially for begginers. They show all the information in a clear and easy way to understand. What I found perfectly, in order to start from zero knowledge in this field.",6
Degrees is just a proof that you followed the society education system while they teach you what they think you need.,0
Cool,0
Is that free?,0
Can someone  who not have bachlor degrees get job from this cert. ?,0
"I like this video. Because you even response to some questions in the comment section. Therefore i could get more information. Thumbs up to you for the very good information about this.

The ads always come out on my facebook news feed and i doubt it. But listening to your explanation i think it is legit thing. Thank you",1
It's free uk jobcentre this course.,1
you said 10hrs / day --but it is 10 hrs/week :-),0
"I'm not a degree holder but I'm interested into data analysis course after learning this course can I get placement, without degree",0
What is prerequisites to learn data analysis?,0
Really like your videos and style. Very well structured and every topic is so relevant.,0
Dumb question ~ so after completing the course the certification is yours to keep and you don’t have to pay $39 a month anymore?,0
How can I get sclorolship ?,1
Man if only it comes with my native language (Indonesian),0
May i ask if the certificate is all free ?,0
does it work for all countries or only for americans??,0
And work for RAW OR CIA!,0
Goodbye degree!,0
"I am nearly finished with this course and have enjoyed it so far. It is VERY entry-level but does a good job covering most of the basics. My critique would be they spend way too much time in Excel/Sheets and not nearly as much in SQL, Tableau and R as I would have liked. I also would have liked more variety. Power BI is not mentioned and Python is not covered which are extremely popular tools.",9
"Being a non IT guy how difficult it can even if you have 10+ years of experience in OTC process, I really want to transition my career to IT and my target is a year, please if any expert can guide me on this it will be great",0
"I wanna get into data analytics..?
Where do i start..?
Is this course suitable for a complete beginner..?",0
Stydying to be a Data Analyst. I'm very glad I found this video and channel!,0
"So in my current role I work with a mix of Excel, SQL and a few less widely used BI tools like Cognos and Qlikview, but my lack of a formal grounding in these plus my lack of experience in programming languages like Python and R is a problem for my career advancement. Would you say that I would still be well served by this course, or should I hone in my focus more?",1
"Hi! I'm still a student and kinda get interested after watching the vid.. Is this for free? When I clicked the link it says free starting on aug. 30.. but I'm afraid I'll be automatically subscribed and be required to pay afterwards since I dont have the money to pay for it honestly 😂

Edit: Oh.. nevermind. I've searched it up and it says it's indeed only a 7-day free trial. I got curious about the financial aid though. How much does it cover? 🥺",0
"American: try free trial for the experience 
Asian: finish the course with multiple free trial account.",0
Am doing free certification Google Analytics course  for beginners  in google analytics academy.....what's  your thoughts on it....does  it helps me to be a data analyst....,0
I’m currently working on my data analysis coursera certificate. I’m on week 3 in module 1. I got mine for free because I applied for a scholarship from a technology organization I’m in that’s dedicated to African Americans in tech!,1
"Thanks for the video! This looks interesting, I just signed up.  Don't need a new job but I think the new skills could make me more efficient with the one I have.  Previously was a systems administrator for over a decade and kinda fell into a systems analyst position.",3
Hlo sir iam from india..!  I dont have any degree but i know pythom..!  Plz sugges me a Good Path..!,0
"certificates have always been better, i have a cs degree and as a web dev, the guys with certificates always knew more",0
Overall would u say it's worth doing if I'm willing to get employed by one of those 130 employers who accept the certificate at entry-level postions.,0
From India. The payment procedure is almost impossible for me. They require cards from international banks.,0
can alone  this course land me a job?,0
"First time on the channel... really impressed with the content, I guess you didn't clear one point i.e. how much salary company like Google will offer for the employee with this skills ?",0
"So glad to see that you reply to each n every comment on your video. It'd be really really helpful if you could help me with my query. I have done graduation in B.Com hons from India, and I'm planning to pursue an online MBA degree  in Finance from a UK based university as I wish to move to the UK. Currently I'm working in a bank as a Deputy Manager. I just want to know if this Data Analytics certificate would help me grow my career? Or should I drop this idea and do some other certifications?
Thanks in advance.😊",0
Bro any course out there which doesn't involve coding?,0
Do they have age requirement?,0
Completed successfully,0
But Can i Choose and Use Python instead R Programming in this certificate?,0
Watching this guys speak that the course was slow and that he watched it in x2 in x2😂,0
"Hi Luke, glad I found your channel. Subscribed!",0
10 hours a day for 6 months? Dafuq?,0
"So this dude replies to every comment  ?
What a wonderful guy.",0
what about for student who did IT major in college but forgot about most things so he wants to take this course as a refresher,0
"Hello sir.  I  am a computer science graduate (fresher). I love to do summarization of data and analysis of data. I know excel, tableau and r programming. Should I go for data analyst? Please suggest me some advice?",0
10 hours per day is impossible for so many of us. I would assume this would take a few years for a lot of people to achieve.,0
Can you take this course using a $160 chrome book ?,0
Can someone help me w this im doing cpa(an accounting course) so can data analytics add to that in some sort of way as in can u use data analytics for accounting purposes...,0
Does they provide physical certificates,0
what about the exam certificate? Is it worth the money will be invested in it?,1
I'll start do it,0
"I am 40 and Manager level , is this course for me ? if not what can I do to enhance myself without starting over from entry level ,I work for transactional quality for International clients four outsourced business",0
"sad to say in Philippines, Education is more valuable than skills. this ain't nothing to do in companies.",0
pitch of voice is very good and  content is helpful☀,0
With out having any educational qualification will this certification valid for job applications?,0
Hi luke I'm eligible after complete my  12th.study? For this course?,0
"Hi Luke,
I m trying to switch to a Data Analyst role and for the same I have learnt skills like tableau, SQL, excel from Udemy and I have also developed the portfolio project with the help of Alex the Analyst's channel.
And from ur vid I conclude that I shouldn't take this certification course.

Can u pls suggest?😅",0
"Its not even free so only people who can afford it can do that, so what's the difference.",0
It's really hard to find a source of income today. Thank you for giving us new ideas to try. #turkishdelight,0
"Hey so currently I (16M) am in grade 11 and I want to become a data analyst and I'm thinking about this course, but I can only do it after grade 12, and would prefer not going to college. So I wanted to ask, do you reckon this certificate would still be valuable 2 years down the line? And would it be enough for me to just have this certificate with no prior experience in jobs ( as to being good in a co-curricular activity, I am a national level sports player idk if that will help) ( I am learning python too btw)

P.S. I currently live in India but a job abroad would be great ( top choices - Canada and Germany)

Great video though!",1
Iam an analyst in software company is this course helpful for me to hike my salery...?,0
1:55 10 hours per day 😱,0
Is MS office 2010 good for data analytics?,0
Thank you! This was very helpful,0
"Looking for options in the next chapter.  Quick overview.  BS in Biz Management.  A+ and N+ certified.  Been out of the IT industry for quite some time and have been pursuing other entrepreneurial interests.  It's a bit concerning that age has become a factor.  59 at present, and still have a lot to offer, but hiring managers seem to want to overlook that.  The goal is to transition to a career path without having to do the full blown college thing again.  Still burnt out on years and years of education.  Targeted and relevant learning is much more desirable, but is it worth pursuing?",0
1:55 10 hrs per week,0
Google career certificate through can i apply apac test,0
is the certificate free or paid?,0
Does it need any coding??,0
Solid info. Thanks! I just enrolled!  ❤️🔥,0
10 hour per week,0
why coursera tho ? you need a paid account to attend free courses.,0
How do I know if I'll enjoy coding?,0
Does R programming had scope in the future?,0
Thanks for information,0
Do freshers(2021 passouts) have jobs on data science?,0
How much mathematics is needed to become data analyst?,0
can we get the certificate via financial aid,0
"Hello Luke
Do we need to do any exam with Google to have final certification.
Or the certificate we will receive at the end of completion from Coursera will be final certificate. Please guide thank you",0
Degree doesn't matter. Your experience and expertise matters.,0
Sir do we need a personal pc or laptop or can we use cloud computing with my friends laptop or do I need to buy one?,0
Any age limit?,0
Just some of my feedback as I am on Module 5 for the Data Analytics professional certificate. I currently just graduated with my BA in marketing and minored in applied computing. I believe what these courses is very similar conceptually. Starting Module 5 I am starting to work more on the technical assignments diving into SQL. As I find myself in the gruesome job hunt like many are after college and having multiple interviews. I do not know if this will be enough experience to land any kind of job. I relate this professional certificate closely to my applied computing minor. I guess we will see when i finished the courses.,0
"Can you reply to me, how much to pay for complete course.",0
Hi I know am late on this one but am completely from a non IT background and want to shift my career on data analytics. Is it possible that by doing this course it will help me get into a job ?,0
love from india brother,0
"This certificate will not guarantee an interview call, whoever it's good for portfolios decoration.",0
Can we do the course from india? Also how much will it cost?,0
Haii sir I have a career gap 6 years can I learn google data analytics..,0
Iam from India can I persue this online  I did MBA in marketing please answer sir,0
I would also say this would be a great intro into the field to see if it is something that you would be interested in.,0
Only certificate or salary included?,0
is there any way to access this course free of cost.,0
can someone help me please when i try to to pay they say have a problem processing my payment,0
wht i cant pay coursea? is it because im from indonesia?,0
"After completion of course and get certificate, what kind of job offer brings. Tell any example sir",0
"Hi Luke.
I have done M pharmacy..and have 6yrs exp in diff healthcare patient support teams..now I'm looking to learn more since I can do more than what I'm doing.can you plz suggest is there any course will help me to grow here.thank you..",0
"hlo luke sir!!!
i m in new in the field of data science as well as as data analyst,from india can u please suggest the from where do i start and which course i should buy to land a great job and please tell that this course will only provide theory stuff or practicals as well and what about the projects that we are supposed to made and from where do we make our projects (just ideas or some sort of guides to make different projects )in this field....
rest ur content is awsome ,just loved it and waiting for your next video",0
Even I had to watch your video at 2x,0
After completion of course how long it ll take to get certificate?,0
Thumbnail as GOOGLE is tempting me into buying the course and even more is the FANTASY to get to work in the FANCY GOOGLE office after the WFH thing ending after the youtubers PROMOTING GOOOOOGLE. WELL SUNDAR PICHAI is  one INDIAN MAN. OUR PRIDE.,0
There is no way google or anyone else 4 week certification can compensate for 4 years of education and training,0
Sir I'm studying 11th and can I do this and get a job ?,1
"Okay, I need some advice, is there some type of experience or knowledge or platform I need to know how to work with before I can take this course, or can someone just blindly take it without any experience or knowledge related to this course. Can someone who has done this course let me know please? Thank you.",0
"Hey, I'm a lawyer... can I do this course??",0
"Hi Luke, 
I have always been a life science background student. Can I take up this course? Never had any experience in SQL, R, PYTHON.",0
"Is a laptop requried to do this course?
@LukeBarousse",0
"Can I start this as a complete beginner, as I don't have any coding experience till now? Need suggestions from you guys.",0
This can implement in india?,0
"Hey, did this program give good projects that can be added to my resume to show off as my extracurriculars?",0
10 hours per week not per day,0
"To take admission in this courses no need of any degree. When come out with certificate and applying for a job , that time degree, experience and dissimilar profile to the job opening.",0
"Hey Luke, Do you think Mac Air good enough for data analyst? Thanks in advance.",0
Okl{p,0
"Hi Luke first time on ur channel... 😀
This is my last year at hight school .
Which degree do u think should I take next year ? CS or Software Engineering?
Is doing bachelors in US worth it or u Should take additional courses?
I'll be glad if u can give an advice....",0
Great 🙏,0
"In my 2nd course and 4week in , seems worth it , just hope they help me get a job",1
is it free?,0
"Hey Luke! I am currently doing the certification with Google. I am also using data camp to learn SQL, R, Tableau and Python. Once I complete this, I will make a portfolio of my learnings. I currently have a bachelors degree in business and marketing. I’m nervous that I won’t stand out among those with masters degrees in related fields like computer science and statistics. Any advice?",83
Which course would you recommend Google or IBM ???,0
did we definitely get job after the course😌?,0
"I have problem with iD verification. 
It not appear to upload my ID photo and name 
Could to you help me",0
"Hi luke. 
Thanks for the great video. 
What are the earning resources after doing the data analytics course?",0
What % of this course be useful in 4 years time given the content is complied by 2021?  Can it really be a substitution of reskilled program at 2025?,0
Can I do any online courses on 12th pass,0
"University is far from ""just obtaining a degree""",0
"Mans liking and answering every comment.
Legend 👏.",0
"This career  certificates  are a  good  Idea but they are not  good  enough  yet, I  took the IT support specialist but it was too basic.",0
My main problem is with my motivation.,0
Sir which is best online course for electronic and communication student  .? To get good  jobs,0
"Hey brother luke can you help me regarding job opportunity I just study only 8th class only I m from India 
I have so many responsibility at my family, can you tell what Crosse was good for me",0
Can we still join this course?,0
Is it free?,0
Can I do PGDCA course after completing 12th without going towards of degree,0
Clarity of speaking is great. Non native persons can understand easily,0
hey Luke i started this course after watching your video i think on you recommendation you can say the course is interesting my question is as i completing my sub courses they are giving me certificate for every individual course will they give me a mega certificate at the end of all 8 courses or i have to apply for it separately ??,0
I have first-hand experience with these online courses and from a pretty reliable source. Not satisfied as I learned little to nothing more than what already knew.,0
Mention full details after days have to pay then how it is free don't mislead and who are commenting write also about the fees per months have to be paid,0
They only provide 7days trail free,0
is there credit card needed?,0
Will Google give a job with no degree ?,0
How much is the cost?,0
Good crafting.... Google logo,0
can i know about Course duration?,0
1:50 man?,0
In INDIA degree is a matter of prestige issue.  It's not so important what you study and where you study. In India Degree and Job are the most important things.,0
"Will this be helpful for finance professionals?
I see a lot of it in job descriptions now a days.
I'm currently doing a CFA, just for reference.",0
"So,what are the prerequisites?",0
Now I am doing course 3 here,1
Do the Google Data analytics certificate has any expiration date?,0
What is the link to this  course plz,0
"I have a BS in comp sci. Been in web dev for about 4ish years, looking to specialize in data science and analytics. Based on your explanation I think I'd have a better time giving the course a try than trying to go to grad school for the subject/studying on my own. I'm gonna jump in!",8
you look like Thomas from Captain Sinbad's channel,0
Become a cheap labour without a degree ....,0
"""Without a degree"" nobody would employ you. These courses are good for upskilling but don't say ""without a degree"".",0
How can we see what companies were given quota to hire people? I am currently in the course. Thanks!,0
If it’s 10hrs a day for 6m then where is the the flexibility?,0
How does this compare to Codecademy?,0
Can i get a job at there....,0
"Good video, well thought out with good information.  One critique is that you do a lot of up-speak and it is very noticeable and distracting.",0
I am currently doing Google Data Analytics course and honestly I am disappointed by the content that keeps going haywire instead of staying focussed on what should be taught to an analyst,1
Where did u learnt Python?,0
"This is how you erase student loans, wish I know before I end up with a student loan.",0
"Hey, i'm an 2nd year b.tech student and i'm already enrolled in this course. So will this course help me to find an internship at google or any other companies?",0
"If I will complete it in three months then , will any company accept it?? Because it's duration is 6 months.",0
After this is completed what course would you recommend to do next . ?,0
@Reijane Costa Im in 12th grade right now...starting young....I wanted to know how should I learn Programming Language for Quantitative Analyst at this age from basic @everyone,0
"If employers start to accepting this kind of ""certifications"" as a point of expertisse in any areas, that will cause a mayor drop in college degrees and atepms to get one, so, in the end, the business companies should analize if that is the kind of ""professionals"" that want in their companies.",0
Hey um so I stopped my education due to financial reason but after finding this out do you think It would help out on drop out to make a buck? pls respond.,0
"FYI, the monthly fee is $59 in the USA",0
"Degree or no degree. The knowledge makes difference in long time. 
Certifications are better and economical alternatives for the knowledge source.",0
This is cool. I might start the said course soon. Wait I mean right now! Thanks for sharing.,0
Oh this is advertisement...,0
"its not 10hrs/ day its 10hrs /week, I wonder if that was part of your assessment before you made the final recommendation. Its a big difference between a day and a week.",0
I feel this is a sign to take this course bc i was in coursera couple of hours ago when i came across with this course then i saw this yt recommendation. Am in healthcare field and looking to add some skills under my belt. Hoping also to open new pathway to challenge myself.,1
"Loved the video my Dude 🍺🤜🤛🦋🙅

I have been looking in to data science and machine learning for couple years now .

Finally got my self together to begin the journey, of learning python and Data science with machine learning.

I have come to conclusions that I'll be using Coursera as my main source of education and certificates.

And for the project part I'll be using the kaggle as you mentioned in one of your videos that i watched earlier.

Just trying to put everything together so that i have the right steps for a baby to begin its journey in to the world of coding 🥰🤩🦋🙅

I'm definitely determined to succeed and get a good job in the future with the knowledge acquired.

Would love to do data science as my main job as i heard the salary there is very good around 100k a year, but then the machine learning as an side hustle to develop more advanced skills and to progress even further.
I know i commented on a video earlier on what courses I'll be taking, just would love for you to reach out to me and let me know if I'm going on the right track with my begging of learning all of this. ❤️

Thanks mate.
Have an awesome day brother.

By the way, I Love Mountain biking 🤙🤙🍺🍺🍺",1
The chance of anyone getting a job with this is the same as my chance of dating Scarlett Johansson.,1
I’ll check it out because I don’t like my job,0
"Japanese language ?, why i can't find language setting",0
Sup nerd!,0
"Like the vid, one question… as an expert, what would you recommend as an alternative to become a great data analyst?",0
Does anyone know what the salary range for an entry level data analytics position might be in California?,0
My issue is coursera cost $50 a month when it says the course is ‘free’…,0
"It could be a way, but get a degree if you can.",0
"I think, like most businesses this is a way for Govt Big business to save $$$, America and the UK have a long track record of lots of lay offs and then rehires at lower pay...",0
Hey luke!! I have completed my bachelor's in architecture from india and very much interested in data analyst. Do you think its a helpful certification for me to start my career in this field.?? Please help me with roadmap for this.,0
will the CEO be also going back to school in 2025?,0
"I couldn't find any stable work because of my lack of education... and for someone like me who us eager to find one, is so thankful if this is what it says and is true 😊 can I apply?",0
Can I get the course even if I'm from Philippines?,0
1:55 - 1:56 * 10 Hours / WEEK,0
I got this course for free,0
